id,churn_probability
1032,0
1033,0
1034,0
1037,0
1038,0
1041,0
1042,0
1043,0
1044,0
1046,0
1047,0
1048,0
1051,0
1052,0
1054,0
1055,0
1058,0
1060,0
1064,0
1066,0
1067,0
1069,0
1070,0
1071,0
1072,0
1076,0
1080,0
1081,0
1082,0
1083,0
1085,0
1086,0
1088,0
1094,0
1097,0
1099,0
1100,0
1101,0
1102,0
1104,0
1106,0
1107,0
1108,0
1109,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1118,0
1122,0
1123,0
1124,0
1125,0
1128,0
1130,0
1132,0
1133,0
1134,0
1141,0
1142,0
1144,0
1145,0
1146,0
1147,0
1148,0
1152,0
1153,0
1155,0
1159,0
1160,0
1161,0
1166,0
1167,0
1169,0
1172,0
1174,0
1175,0
1179,0
1180,0
1184,0
1186,0
1187,0
1188,0
1192,0
1193,0
1195,0
1197,0
1199,0
1200,0
1206,0
1208,0
1211,0
1212,0
1213,0
1214,0
1215,0
1217,0
1218,0
1220,0
1221,0
1225,0
1229,0
1232,0
1234,0
1236,0
1238,0
1240,0
1242,0
1243,0
1247,0
1248,0
1252,0
1256,0
1261,0
1262,0
1263,0
1268,0
1269,0
1270,0
1272,0
1274,0
1276,0
1277,0
1281,0
1282,0
1287,0
1288,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1302,0
1303,0
1309,0
1310,0
1313,0
1315,0
1317,0
1323,0
1324,0
1325,0
1328,0
1329,0
1330,0
1332,0
1335,0
1339,0
1340,0
1344,0
1345,0
1346,0
1349,0
1350,0
1352,0
1353,0
1354,0
1357,0
1361,0
1362,0
1364,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1374,0
1375,0
1376,0
1377,0
1379,0
1384,0
1387,0
1388,0
1389,0
1391,0
1393,0
1394,0
1398,0
1401,0
1403,0
1404,0
1406,0
1408,0
1409,0
1411,0
1414,0
1415,0
1419,0
1421,0
1422,0
1424,0
1425,0
1426,0
1431,0
1432,0
1433,0
1434,0
1435,0
1437,0
1438,0
1440,0
1443,0
1449,0
1452,0
1453,0
1456,0
1457,0
1458,0
1461,0
1464,0
1467,0
1470,0
1479,0
1480,0
1481,0
1482,0
1484,0
1488,0
1489,0
1491,0
1494,0
1495,0
1496,0
1497,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1506,0
1508,0
1510,0
1516,0
1517,0
1518,0
1525,0
1527,0
1528,0
1532,0
1533,0
1534,0
1537,0
1538,0
1539,0
1542,0
1545,0
1547,0
1550,0
1551,0
1555,0
1556,0
1562,0
1563,0
1564,0
1566,0
1570,0
1573,0
1574,0
1576,0
1577,0
1579,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1592,0
1593,0
1594,0
1596,0
1597,0
1599,0
1604,0
1608,0
1612,0
1614,0
1616,0
1617,0
1619,0
1624,0
1626,0
1627,0
1628,0
1629,0
1633,0
1635,0
1637,0
1638,0
1640,0
1642,0
1643,0
1645,0
1648,0
1649,0
1652,0
1655,0
1657,0
1660,0
1662,0
1669,0
1671,0
1672,0
1673,0
1675,0
1676,0
1679,0
1682,0
1683,0
1685,0
1686,0
1688,0
1689,0
1691,0
1692,0
1694,0
1696,0
1701,0
1703,0
1706,0
1707,0
1709,0
1712,0
1713,0
1715,0
1717,0
1720,0
1721,0
1722,0
1723,0
1726,0
1728,0
1729,0
1732,0
1735,0
1737,0
1738,0
1741,0
1749,0
1750,0
1753,0
1755,0
1757,0
1758,0
1760,0
1763,0
1764,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1776,0
1778,0
1780,0
1783,0
1784,0
1785,0
1787,0
1790,0
1791,0
1792,0
1793,0
1797,0
1799,0
1800,0
1801,0
1804,0
1805,0
1809,0
1810,0
1811,0
1814,0
1815,0
1817,0
1818,0
1820,0
1822,0
1823,0
1824,0
1825,0
1826,0
1832,0
1834,0
1835,0
1840,0
1841,0
1842,0
1846,0
1848,0
1850,0
1851,0
1853,0
1854,0
1855,0
1856,0
1857,0
1864,0
1866,0
1867,0
1868,0
1869,0
1870,0
1872,0
1875,0
1877,0
1878,0
1879,0
1881,0
1882,0
1884,0
1885,0
1887,0
1888,0
1891,0
1894,0
1899,0
1900,0
1901,0
1902,0
1904,0
1906,0
1908,0
1909,0
1913,0
1914,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1925,0
1930,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1940,0
1941,0
1942,0
1943,0
1946,0
1947,0
1948,0
1951,0
1952,0
1955,0
1956,0
1958,0
1959,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1970,0
1971,0
1976,0
1977,0
1978,0
1983,0
1984,0
1987,0
1992,0
1993,0
1994,0
1996,0
2001,0
2003,0
2005,0
2006,0
2009,0
2011,0
2012,0
2013,0
2015,0
2016,0
2019,0
2020,0
2021,0
2023,0
2024,0
2026,0
2027,0
2028,0
2029,0
2031,0
2032,0
2037,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2050,0
2053,0
2054,0
2055,0
2056,0
2060,0
2061,0
2063,0
2064,0
2065,0
2068,0
2070,0
2073,0
2077,0
2082,0
2083,0
2086,0
2089,0
2090,0
2093,0
2094,0
2096,0
2097,0
2098,0
2100,0
2101,0
2106,0
2110,0
2111,0
2114,0
2115,0
2118,0
2119,0
2124,0
2126,0
2128,0
2131,0
2132,0
2135,0
2137,0
2139,0
2142,0
2152,0
2154,0
2155,0
2157,0
2159,0
2163,0
2166,0
2167,0
2168,0
2169,0
2170,0
2172,0
2173,0
2177,0
2179,0
2180,0
2183,0
2186,0
2188,0
2189,0
2191,0
2193,0
2194,0
2196,0
2197,0
2200,0
2201,0
2204,0
2206,0
2207,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2217,0
2219,0
2220,0
2222,0
2226,0
2228,0
2230,0
2231,0
2232,0
2233,0
2235,0
2240,0
2241,0
2243,0
2244,0
2245,0
2247,0
2248,0
2249,0
2250,0
2254,0
2255,0
2256,0
2258,0
2259,0
2260,0
2261,0
2264,0
2266,0
2267,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2277,0
2278,0
2280,0
2283,0
2284,0
2286,0
2288,0
2291,0
2292,0
2296,0
2300,0
2301,0
2303,0
2304,0
2306,0
2307,0
2308,0
2310,0
2312,0
2313,0
2317,0
2319,0
2320,0
2321,0
2325,0
2327,0
2328,0
2329,0
2330,0
2331,0
2335,0
2336,0
2342,0
2346,0
2347,0
2351,0
2352,0
2355,0
2356,0
2357,0
2358,0
2359,0
2361,0
2363,0
2365,0
2366,0
2367,0
2368,0
2369,0
2372,0
2374,0
2378,0
2388,0
2389,0
2390,0
2392,0
2393,0
2394,0
2397,0
2399,0
2401,0
2403,0
2406,0
2407,0
2408,0
2411,0
2413,0
2415,0
2416,0
2418,0
2421,0
2422,0
2424,0
2425,0
2429,0
2433,0
2434,0
2435,0
2437,0
2439,0
2441,0
2442,0
2443,0
2444,0
2450,0
2452,0
2453,0
2457,0
2459,0
2460,0
2461,0
2462,0
2463,0
2465,0
2467,0
2468,0
2480,0
2481,0
2482,0
2483,0
2486,0
2491,0
2493,0
2494,0
2496,0
2497,0
2498,0
2499,0
2500,0
2502,0
2503,0
2504,0
2508,0
2509,0
2512,0
2513,0
2515,0
2516,0
2518,0
2519,0
2520,0
2524,0
2525,0
2527,0
2529,0
2532,0
2533,0
2534,0
2539,0
2540,0
2541,0
2542,0
2544,0
2547,0
2550,0
2558,0
2560,0
2563,0
2568,0
2572,0
2573,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2587,0
2588,0
2589,0
2591,0
2594,0
2598,0
2600,0
2601,0
2604,0
2605,0
2606,0
2609,0
2610,0
2611,0
2612,0
2614,0
2615,0
2616,0
2618,0
2619,0
2623,0
2624,0
2626,0
2629,0
2630,0
2633,0
2635,0
2639,0
2643,0
2644,0
2645,0
2648,0
2649,0
2650,0
2651,0
2656,0
2657,0
2658,0
2659,0
2664,0
2669,0
2670,0
2671,0
2672,0
2675,0
2677,0
2678,0
2682,0
2688,0
2689,0
2691,0
2696,0
2700,0
2702,0
2704,0
2705,0
2706,0
2709,0
2710,0
2711,0
2713,0
2715,0
2716,0
2717,0
2723,0
2724,0
2725,0
2729,0
2730,0
2731,0
2732,0
2735,0
2738,0
2739,0
2742,0
2745,0
2749,0
2752,0
2753,0
2754,0
2756,0
2763,0
2770,0
2771,0
2773,0
2775,0
2776,0
2777,0
2778,0
2779,0
2781,0
2782,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2798,0
2801,0
2806,0
2807,0
2809,0
2812,0
2814,0
2815,0
2818,0
2819,0
2822,0
2825,0
2827,0
2828,0
2829,0
2830,0
2832,0
2833,0
2836,0
2837,0
2838,0
2839,0
2840,0
2842,0
2844,0
2847,0
2848,0
2849,0
2850,0
2851,0
2853,0
2855,0
2856,0
2857,0
2860,0
2862,0
2864,0
2868,0
2879,0
2880,0
2883,0
2886,0
2887,0
2888,0
2889,0
2897,0
2900,0
2901,0
2902,0
2907,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2923,0
2925,0
2926,0
2927,0
2929,0
2932,0
2934,0
2935,0
2936,0
2940,0
2941,0
2944,0
2945,0
2947,0
2949,0
2950,0
2951,0
2952,0
2953,0
2955,0
2956,0
2957,0
2960,0
2961,0
2962,0
2963,0
2964,0
2967,0
2968,0
2969,0
2970,0
2971,0
2973,0
2976,0
2979,0
2981,0
2983,0
2984,0
2987,0
2991,0
2994,0
2995,0
3000,0
3005,0
3006,0
3007,0
3008,0
3011,0
3012,0
3013,0
3016,0
3022,0
3028,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,0
3039,0
3040,0
3041,0
3042,0
3044,0
3046,0
3047,0
3049,0
3052,0
3055,0
3056,0
3058,0
3061,0
3063,0
3064,0
3067,0
3070,0
3071,0
3072,0
3074,0
3079,0
3080,0
3081,0
3082,0
3086,0
3087,0
3088,0
3089,0
3090,0
3092,0
3093,0
3097,0
3098,0
3099,0
3100,0
3108,0
3109,0
3111,0
3113,0
3114,0
3115,0
3121,0
3125,0
3126,0
3130,0
3131,0
3133,0
3135,0
3137,0
3142,0
3145,0
3146,0
3147,0
3148,0
3149,0
3152,0
3153,0
3157,0
3158,0
3163,0
3165,0
3167,0
3172,0
3173,0
3174,0
3181,0
3184,0
3186,0
3187,0
3190,0
3191,0
3193,0
3194,0
3195,0
3197,0
3199,0
3201,0
3204,0
3205,0
3207,0
3209,0
3210,0
3211,0
3216,0
3217,0
3218,0
3219,0
3221,0
3222,0
3226,0
3229,0
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3240,0
3241,0
3244,0
3249,0
3251,0
3254,0
3255,0
3257,0
3262,0
3263,0
3276,0
3277,0
3278,0
3281,0
3283,0
3286,0
3288,0
3290,0
3293,0
3295,0
3298,0
3299,0
3303,0
3305,0
3308,0
3309,0
3311,0
3313,0
3314,0
3315,0
3323,0
3324,0
3325,0
3327,0
3329,0
3330,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3341,0
3342,0
3343,0
3345,0
3346,0
3348,0
3349,0
3351,0
3353,0
3354,0
3355,0
3357,0
3359,0
3361,0
3363,0
3365,0
3368,0
3372,0
3373,0
3374,0
3375,0
3377,0
3378,0
3379,0
3380,0
3381,0
3386,0
3388,0
3392,0
3393,0
3394,0
3396,0
3398,0
3400,0
3401,0
3405,0
3407,0
3408,0
3416,0
3419,0
3420,0
3421,0
3422,0
3424,0
3425,0
3426,0
3434,0
3435,0
3439,0
3441,0
3445,0
3447,0
3449,0
3453,0
3455,0
3458,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3467,0
3468,0
3470,0
3474,0
3475,0
3476,0
3478,0
3480,0
3481,0
3482,0
3485,0
3491,0
3492,0
3493,0
3496,0
3501,0
3502,0
3503,0
3504,0
3505,0
3508,0
3509,0
3513,0
3514,0
3518,0
3519,0
3520,0
3521,0
3522,0
3524,0
3525,0
3528,0
3529,0
3534,0
3536,0
3538,0
3542,0
3544,0
3546,0
3547,0
3550,0
3556,0
3561,0
3564,0
3567,0
3568,0
3569,0
3573,0
3576,0
3578,0
3581,0
3584,0
3585,0
3589,0
3591,0
3592,0
3593,0
3594,0
3598,0
3599,0
3600,0
3604,0
3605,0
3608,0
3609,0
3612,0
3617,0
3619,0
3620,0
3626,0
3629,0
3630,0
3631,0
3635,0
3637,0
3640,0
3644,0
3646,0
3648,0
3649,0
3650,0
3653,0
3655,0
3656,0
3662,0
3666,0
3667,0
3669,0
3671,0
3672,0
3673,0
3674,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3684,0
3685,0
3686,0
3687,0
3689,0
3691,0
3693,0
3694,0
3695,0
3698,0
3702,0
3703,0
3704,0
3709,0
3710,0
3711,0
3714,0
3715,0
3717,0
3718,0
3721,0
3722,0
3724,0
3726,0
3727,0
3729,0
3730,0
3731,0
3734,0
3735,0
3738,0
3740,0
3741,0
3742,0
3745,0
3746,0
3750,0
3751,0
3755,0
3756,0
3757,0
3760,0
3764,0
3765,0
3766,0
3769,0
3770,0
3771,0
3773,0
3779,0
3782,0
3784,0
3785,0
3787,0
3790,0
3797,0
3804,0
3809,0
3810,0
3812,0
3816,0
3817,0
3818,0
3820,0
3821,0
3823,0
3824,0
3825,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3835,0
3840,0
3841,0
3843,0
3845,0
3846,0
3847,0
3855,0
3856,0
3858,0
3859,0
3860,0
3863,0
3868,0
3871,0
3873,0
3876,0
3878,0
3880,0
3882,0
3883,0
3884,0
3886,0
3887,0
3890,0
3892,0
3896,0
3897,0
3900,0
3901,0
3906,0
3907,0
3908,0
3915,0
3916,0
3918,0
3919,0
3921,0
3922,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3942,0
3947,0
3949,0
3951,0
3953,0
3954,0
3957,0
3959,0
3961,0
3963,0
3966,0
3971,0
3972,0
3973,0
3975,0
3977,0
3982,0
3983,0
3986,0
3990,0
3993,0
3994,0
3995,0
3998,0
4007,0
4009,0
4011,0
4012,0
4014,0
4015,0
4016,0
4020,0
4021,0
4025,0
4028,0
4032,0
4033,0
4036,0
4037,0
4038,0
4040,0
4041,0
4042,0
4048,0
4050,0
4056,0
4057,0
4058,0
4059,0
4060,0
4062,0
4063,0
4066,0
4067,0
4070,0
4073,0
4074,0
4077,0
4078,0
4079,0
4083,0
4085,0
4087,0
4089,0
4090,0
4091,0
4092,0
4094,0
4098,0
4100,0
4101,0
4105,0
4106,0
4107,0
4108,0
4109,0
4111,0
4113,0
4115,0
4116,0
4117,0
4119,0
4124,0
4128,0
4129,0
4131,0
4132,0
4133,0
4134,0
4135,0
4142,0
4143,0
4144,0
4145,0
4146,0
4152,0
4154,0
4157,0
4161,0
4162,0
4164,0
4165,0
4168,0
4175,0
4177,0
4179,0
4180,0
4181,0
4183,0
4187,0
4190,0
4192,0
4196,0
4197,0
4198,0
4201,0
4203,0
4204,0
4206,0
4207,0
4211,0
4212,0
4220,0
4221,0
4223,0
4226,0
4227,0
4229,0
4230,0
4236,0
4237,0
4239,0
4241,0
4242,0
4244,0
4257,0
4259,0
4260,0
4261,0
4262,0
4263,0
4265,0
4266,0
4269,0
4274,0
4275,0
4277,0
4278,0
4279,0
4281,0
4287,0
4289,0
4290,0
4295,0
4300,0
4301,0
4302,0
4304,0
4305,0
4306,0
4308,0
4310,0
4312,0
4315,0
4316,0
4317,0
4321,0
4323,0
4325,0
4327,0
4328,0
4329,0
4332,0
4333,0
4334,0
4336,0
4339,0
4342,0
4344,0
4345,0
4347,0
4348,0
4349,0
4350,0
4351,0
4354,0
4357,0
4358,0
4361,0
4362,0
4369,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4378,0
4379,0
4380,0
4381,0
4386,0
4389,0
4390,0
4391,0
4395,0
4397,0
4399,0
4403,0
4405,0
4406,0
4410,0
4412,0
4414,0
4417,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4435,0
4438,0
4441,0
4443,0
4444,0
4446,0
4447,0
4448,0
4452,0
4454,0
4455,0
4456,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4471,0
4472,0
4474,0
4475,0
4476,0
4481,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4495,0
4496,0
4503,0
4504,0
4506,0
4507,0
4508,0
4511,0
4512,0
4514,0
4515,0
4518,0
4519,0
4520,0
4522,0
4523,0
4524,0
4525,0
4526,0
4529,0
4530,0
4533,0
4536,0
4538,0
4539,0
4540,0
4543,0
4546,0
4548,0
4550,0
4552,0
4554,0
4555,0
4561,0
4562,0
4564,0
4569,0
4570,0
4576,0
4577,0
4578,0
4584,0
4585,0
4590,0
4591,0
4593,0
4594,0
4598,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4609,0
4610,0
4612,0
4614,0
4617,0
4618,0
4620,0
4625,0
4627,0
4628,0
4630,0
4632,0
4633,0
4634,0
4635,0
4638,0
4641,0
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4652,0
4653,0
4656,0
4658,0
4659,0
4660,0
4664,0
4667,0
4669,0
4676,0
4682,0
4683,0
4687,0
4694,0
4695,0
4696,0
4697,0
4700,0
4701,0
4702,0
4705,0
4709,0
4710,0
4713,0
4716,0
4719,0
4720,0
4721,0
4724,0
4729,0
4732,0
4735,0
4736,0
4739,0
4740,0
4743,0
4744,0
4748,0
4750,0
4751,0
4753,0
4754,0
4756,0
4757,0
4758,0
4761,0
4762,0
4766,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4780,0
4781,0
4782,0
4788,0
4790,0
4791,0
4793,0
4796,0
4797,0
4798,0
4799,0
4801,0
4802,0
4805,0
4807,0
4809,0
4812,0
4813,0
4817,0
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4829,0
4832,0
4836,0
4837,0
4839,0
4841,0
4842,0
4844,0
4845,0
4846,0
4849,0
4850,0
4852,0
4853,0
4854,0
4855,0
4858,0
4859,0
4860,0
4864,0
4866,0
4867,0
4869,0
4871,0
4872,0
4873,0
4875,0
4876,0
4877,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4892,0
4895,0
4896,0
4901,0
4902,0
4904,0
4907,0
4912,0
4914,0
4915,0
4919,0
4923,0
4924,0
4925,0
4926,0
4929,0
4932,0
4936,0
4938,0
4939,0
4940,0
4943,0
4944,0
4945,0
4948,0
4949,0
4952,0
4953,0
4957,0
4959,0
4960,0
4963,0
4967,0
4968,0
4969,0
4972,0
4973,0
4974,0
4975,0
4978,0
4979,0
4980,0
4981,0
4983,0
4984,0
4985,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4996,0
4997,0
4998,0
5000,0
5002,0
5005,0
5006,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5017,0
5020,0
5021,0
5023,0
5024,0
5028,0
5029,0
5034,0
5035,0
5037,0
5038,0
5040,0
5042,0
5043,0
5046,0
5047,0
5048,0
5051,0
5052,0
5054,0
5057,0
5058,0
5059,0
5062,0
5065,0
5066,0
5067,0
5068,0
5072,0
5073,0
5076,0
5077,0
5082,0
5084,0
5085,0
5087,0
5088,0
5089,0
5091,0
5092,0
5095,0
5097,0
5098,0
5099,0
5100,0
5105,0
5107,0
5108,0
5109,0
5110,0
5115,0
5116,0
5118,0
5120,0
5122,0
5123,0
5124,0
5126,0
5127,0
5129,0
5131,0
5132,0
5133,0
5136,0
5138,0
5139,0
5145,0
5146,0
5147,0
5148,0
5149,0
5151,0
5152,0
5156,0
5157,0
5158,0
5159,0
5160,0
5163,0
5168,0
5169,0
5170,0
5171,0
5174,0
5175,0
5181,0
5182,0
5183,0
5184,0
5187,0
5188,0
5191,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5201,0
5203,0
5204,0
5209,0
5211,0
5213,0
5215,0
5216,0
5217,0
5220,0
5222,0
5223,0
5225,0
5226,0
5227,0
5228,0
5230,0
5233,0
5236,0
5240,0
5242,0
5243,0
5248,0
5249,0
5250,0
5251,0
5252,0
5254,0
5256,0
5263,0
5264,0
5266,0
5267,0
5268,0
5269,0
5270,0
5274,0
5275,0
5277,0
5280,0
5283,0
5284,0
5285,0
5287,0
5288,0
5290,0
5291,0
5292,0
5294,0
5297,0
5298,0
5299,0
5300,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5318,0
5320,0
5321,0
5324,0
5325,0
5329,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5338,0
5339,0
5340,0
5342,0
5344,0
5345,0
5346,0
5347,0
5348,0
5351,0
5352,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5367,0
5369,0
5370,0
5372,0
5376,0
5377,0
5380,0
5384,0
5385,0
5386,0
5388,0
5389,0
5390,0
5391,0
5393,0
5398,0
5399,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5409,0
5411,0
5412,0
5413,0
5415,0
5416,0
5418,0
5419,0
5421,0
5422,0
5424,0
5427,0
5429,0
5431,0
5433,0
5434,0
5436,0
5437,0
5439,0
5442,0
5444,0
5445,0
5457,0
5458,0
5460,0
5462,0
5463,0
5465,0
5467,0
5468,0
5470,0
5473,0
5476,0
5477,0
5478,0
5479,0
5480,0
5483,0
5484,0
5485,0
5487,0
5488,0
5489,0
5490,0
5492,0
5493,0
5494,0
5496,0
5499,0
5502,0
5507,0
5508,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5523,0
5524,0
5526,0
5527,0
5529,0
5530,0
5533,0
5534,0
5535,0
5537,0
5538,0
5539,0
5541,0
5542,0
5546,0
5552,0
5553,0
5554,0
5555,0
5559,0
5561,0
5562,0
5563,0
5564,0
5566,0
5567,0
5571,0
5573,0
5575,0
5577,0
5579,0
5580,0
5581,0
5584,0
5585,0
5590,0
5591,0
5593,0
5598,0
5600,0
5603,0
5604,0
5605,0
5606,0
5607,0
5610,0
5612,0
5618,0
5619,0
5620,0
5622,0
5624,0
5625,0
5627,0
5628,0
5629,0
5630,0
5632,0
5633,0
5635,0
5644,0
5648,0
5649,0
5652,0
5654,0
5656,0
5657,0
5660,0
5661,0
5662,0
5663,0
5665,0
5666,0
5667,0
5668,0
5669,0
5671,0
5672,0
5673,0
5679,0
5681,0
5682,0
5684,0
5685,0
5687,0
5688,0
5691,0
5694,0
5695,0
5698,0
5699,0
5700,0
5701,0
5702,0
5705,0
5707,0
5710,0
5712,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5724,0
5730,0
5732,0
5735,0
5737,0
5739,0
5740,0
5744,0
5745,0
5749,0
5752,0
5755,0
5756,0
5757,0
5761,0
5763,0
5765,0
5769,0
5771,0
5772,0
5774,0
5775,0
5781,0
5783,0
5785,0
5786,0
5787,0
5789,0
5790,0
5794,0
5796,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,0
5814,0
5815,0
5817,0
5821,0
5823,0
5826,0
5828,0
5829,0
